Número Identificador,Nome,Artigos Completos em Periódicos,Ano do Primeiro Artigo,Ano do Último Artigo,Livros Publicados/Organizados,Ano do Primeiro Livro,Ano do Último Livro,Capítulos de Livros Publicados,Ano do Primeiro Capítulo,Ano do Último Capítulo,Trabalhos Completos em Anais de Congressos,Ano do Primeiro Trabalho,Ano do Último Trabalho,Resumos Expandidos em Anais de Congressos,Ano do Primeiro Resumo Expandido,Ano do Último Resumo Expandido,Resumos em Anais de Congressos,Ano do Primeiro Resumo,Ano do Último Resumo,Apresentação de Trabalhos,Ano da Primeira Apresentação,Ano da Última Apresentação
0017330183932417,Juliana Dal Ongaro,12,2017,2016,0,,,2,2019,2019,3,2017,2017,25,2015,2019,3,2017,2017,7,2015,2019
0017364473404261,Ciro Kirchenchtejn,7,1991,2004,0,,,6,2014,2011,0,,,0,,,0,,,41,2003,2016
0017384890475705,Adriana Lima de Carvalho Soares,0,,,0,,,0,,,4,2002,2004,11,2006,2002,1,2008,2008,6,2007,2008
0017401529431755,Roberta Caroline Alvarenga Tolomelli,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0017404425178083,Anadélia Liaschi Ducci,1,2013,2013,0,,,0,,,0,,,0,,,0,,,2,2004,2004
0017447665602260,Jamile Gomes Conceição,4,2014,2017,0,,,0,,,0,,,0,,,0,,,2,2014,2017
0017472598073917,Claudemir Gomes da Cruz,2,2009,2016,0,,,0,,,6,1999,2012,10,2012,2017,5,2018,2019,18,2009,2019
,Viviane de Salles Cardin,2,2011,2010,0,,,0,,,5,2006,2006,2,2005,2006,0,,,0,,
,Otamira Gomes de Melo e Souza,0,,,0,,,0,,,0,,,0,,,0,,,1,2005,2005
0017495712345738,Juliana Fernanda da Silva,0,,,0,,,1,2016,2016,4,2007,2015,6,2006,2013,0,,,18,2006,2015
0017511568470575,Maria Solange Gomes Pellegrino,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0017527754987017,Nathalia Geraldo Belintani,0,,,0,,,0,,,0,,,7,2006,2008,0,,,5,2007,2007
0017528435834071,Carlos Pereira lima,10,2015,2019,1,2018,2018,0,,,0,,,0,,,0,,,12,2007,1987
0017537049177221,Juliana Hey Coradin,6,2011,2020,0,,,1,2016,2016,2,2011,2013,28,2006,2012,1,2012,2012,3,2007,2006
0017539222995806,Alexandre Fernandes Braga,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0017555573037767,Cecília Ribeiro da Silva,0,,,0,,,0,,,2,2011,2014,3,2011,2011,1,2011,2011,27,2011,2018
0017558320083697,Roberto Pasquale da Cruz Trotta,0,,,0,,,0,,,0,,,4,2015,2018,0,,,5,2013,2013
0017595822016716,Edcelha Soares D Athaide Ribeiro,3,2020,2018,0,,,0,,,0,,,0,,,0,,,2,2017,2015
0017610432970361,Maria Aparecida Diorio,0,,,0,,,1,2019,2019,0,,,1,2003,2003,0,,,9,2013,2008
0017616939747109,Mauricio Rangel Guimarães Serra,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0017631144319842,Lucas Lopes Rino Dias,5,2016,2017,0,,,0,,,0,,,28,2016,2013,8,2016,2017,18,2010,2011
0017645729681934,Fernanda Luiza Teixeira Lima,3,2013,2019,0,,,1,2015,2015,3,2012,2012,1,2010,2010,0,,,3,2012,2012
0017660621458859,Juliane de Oliveira Silva,0,,,0,,,0,,,0,,,4,2013,2013,1,2013,2013,11,2013,2016
0017690811421882,Andréia Guerra Pimentel,4,2018,2021,3,2016,2016,1,2017,2017,0,,,2,2017,2020,1,2019,2019,0,,
0017708128051637,Halessa Fabiane Regis,2,2016,2012,1,2018,2018,0,,,0,,,1,2012,2012,0,,,8,2012,2015
0017748376587700,Thaionara Carvalho Matos,2,2014,2018,0,,,1,2016,2016,0,,,0,,,0,,,10,2010,2015
0017759657889086,Luciana Araújo dos Santos,0,,,0,,,0,,,3,2019,2019,0,,,0,,,4,2018,2019
0017795465816777,Helivelton Oliveira Ferreira,0,,,0,,,0,,,4,2010,2011,0,,,0,,,1,2010,2010
0017811582889651,José Rafael Borges Zampiva,1,2017,2017,0,,,0,,,0,,,0,,,0,,,1,2015,2015
0017823492010414,Aniele Elis Scheuermann,1,2017,2017,0,,,0,,,12,2015,2017,21,2003,2018,2,2006,2007,35,2015,2015
0017828206593504,Eroni Helena Pommerening,0,,,0,,,0,,,5,1988,1989,0,,,0,,,2,1989,1988
0017846351740895,Edson Lachini,2,2015,2015,0,,,0,,,1,2015,2015,0,,,5,2012,2014,3,2014,2015
0017866361251952,Conrado Augusto Ferreira de Oliveira,1,2014,2014,0,,,0,,,0,,,4,2010,2011,0,,,13,2009,2011
0017871300492822,Jorge Wilson Delgado Leão,3,1989,1985,0,,,0,,,7,1976,1986,6,1976,1985,0,,,0,,
0017873429725898,Odivaldo Costa Ferreira,0,,,0,,,1,2021,2021,0,,,0,,,0,,,8,2010,2020
0017897257052964,Debora Coelho de Souza,3,2016,2020,0,,,0,,,6,2016,2015,0,,,0,,,6,2016,2016
0017904995921794,Mara Rúbia Carrilho Santos,2,2012,2009,0,,,1,2017,2017,0,,,2,2013,2009,0,,,6,2009,2009
0017963181512215,Carmen Tereza da Silva Xavier,1,2015,2015,0,,,1,2020,2020,0,,,0,,,0,,,1,2009,2009
0017982037407567,Itamar Lima Medeiros,0,,,0,,,0,,,0,,,0,,,0,,,2,2011,2012
,Juliano Magayevski,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Itamar de Souza,0,,,11,1976,1994,0,,,0,,,0,,,0,,,0,,
,Mônica Gomes d'Almeida,0,,,1,2002,2002,0,,,1,2002,2002,0,,,0,,,0,,
0018069316459253,Tatiana Sudbrack da Gama e Silva,5,1999,1999,0,,,2,2002,2002,0,,,2,1997,1997,0,,,2,2006,2010
0018110123270798,Antônio Carlos da Rocha,5,2018,2018,0,,,1,2021,2021,0,,,0,,,0,,,1,2020,2020
0018199525420178,Jaqueline Catapan,0,,,0,,,0,,,0,,,0,,,0,,,1,2016,2016
0018245204484198,Daniel Sica de Faria,0,,,0,,,0,,,7,2009,2011,0,,,0,,,0,,
0018247290923315,Bruno Allan Teixeira da Silva,4,2016,2010,3,2020,2016,7,2013,2016,3,2011,2011,13,2010,2015,1,2016,2016,50,2013,2015
0018253561387847,Camila da Silva Berdague,3,2003,2006,0,,,1,2006,2006,0,,,8,1997,1997,1,1999,1999,0,,
0018263222102443,Ingrid Adame Moreira,1,2018,2018,1,2018,2018,0,,,11,2012,2013,0,,,0,,,19,2011,2012
0018276834987308,Fabricio Boechat,2,2000,2001,1,2003,2003,0,,,0,,,0,,,0,,,0,,
,Carlos Alfredo Panosso,2,1998,2000,0,,,0,,,0,,,0,,,0,,,0,,
0018298236716812,Natália do Carmo Rocha,0,,,0,,,0,,,0,,,4,2008,2008,0,,,7,2010,2009
0018304502643901,Carla Poliana Santos Ávila,1,2007,2007,0,,,0,,,1,2017,2017,0,,,0,,,1,2017,2017
0018306974384320,Ranyere do Nascimento Lobo,1,2019,2019,0,,,0,,,0,,,0,,,0,,,0,,
0018309137561255,Gardênia Santiago,0,,,0,,,0,,,0,,,0,,,0,,,5,2018,2018
0018310284494570,Marcos Rodrigo Domenici,0,,,0,,,0,,,0,,,1,2003,2003,0,,,2,2013,2019
0018318747583540,Aline Maria Bonete,0,,,0,,,0,,,0,,,0,,,0,,,3,2018,2019
0018327147503737,Jessica Oliveira de Souza Ferreira Melo,4,2015,2016,0,,,4,2015,2015,5,2013,2016,3,2014,2017,3,2013,2012,8,2012,2014
0018340599863310,Michele Albino de Oliveira Treml,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0018353897388263,Alexandre Lopes Fiorani,0,,,1,1994,1994,0,,,0,,,0,,,0,,,0,,
0018360723855868,Carla Mandracio Pereira,1,2005,2005,0,,,0,,,0,,,0,,,1,2005,2005,1,2005,2005
0018366150596190,Charles Alberto Brito Negrão,6,2011,2013,2,2020,2020,8,2020,2020,2,2010,2010,3,2010,2010,17,2012,2019,0,,
0018370878900832,Cristiane Queiroz Duarte,0,,,0,,,0,,,0,,,0,,,0,,,2,2016,2016
,Andressa Karina Piacenti Amaral,1,2013,2013,0,,,0,,,0,,,10,2005,2010,2,2007,2007,1,2008,2008
0018400305188554,Raphael Barbosa Machado,0,,,0,,,0,,,0,,,2,2018,2017,0,,,11,2017,2017
0018430377751479,Solange Souza Lima,0,,,0,,,0,,,0,,,0,,,0,,,1,2001,2001
0018430860365350,Carina Mersoni Dalla Corte,0,,,0,,,0,,,4,2012,2014,0,,,0,,,4,2012,2014
0018432019516279,Clarissa Azevedo Baesso,0,,,0,,,0,,,0,,,7,2008,2009,0,,,11,2008,2011
0018451599638522,Bárbara Helohá Falcão Teixeira,4,2016,2020,0,,,2,2018,2018,2,2019,2018,0,,,0,,,15,2015,2015
0018454814045839,Itamar Costa Melo,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0018464404745698,Edson Pereira da Silva,0,,,0,,,2,2014,2014,0,,,5,2013,2015,1,2015,2015,0,,
0018477855561267,Joyce Lisboa Freitas,1,2013,2013,0,,,0,,,0,,,2,2006,2005,0,,,30,2006,2011
0018480906444662,Carla Stefânia Cabral de Medeiros Santana,8,2013,2015,0,,,1,2018,2018,1,2016,2016,0,,,0,,,2,2012,2018
,Isabel Cristina Baggio,4,1999,2006,0,,,0,,,5,1997,2003,25,1996,2002,5,2001,2005,55,1996,2008
0018505495611254,Ivan Medina,4,2017,2021,0,,,0,,,0,,,0,,,0,,,0,,
0018509136718050,Talita Corrêa Gomes Cardim,2,2020,2021,0,,,5,2020,2020,0,,,0,,,0,,,9,2019,2021
0018518317389071,Alfredo Dantas Neto,7,2003,2007,0,,,1,2010,2010,2,1997,2006,7,2003,2005,3,1994,2007,0,,
,Simone Vaisman Muniz,3,2007,2008,0,,,0,,,1,2008,2008,0,,,1,2005,2005,0,,
,Omar Serva Maciel,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0018604135135973,Antonio Francisco Braga dos Santos,0,,,1,2000,2000,0,,,0,,,0,,,0,,,0,,
0018605600573115,Lizandra Kelly de Araújo Santana,6,2015,2016,0,,,2,2017,2015,7,2015,2021,0,,,0,,,0,,
0018625925904999,Márcio Thomaz dos Santos Varjão,0,,,0,,,0,,,0,,,0,,,0,,,2,2015,2017
0018643149767381,Caio Henrique Quinderé Castello Branco,6,2005,2013,8,2008,2015,1,2006,2006,0,,,0,,,0,,,4,2008,2019
0018644944509558,Walessa Brasil da Silva,11,2014,2014,0,,,0,,,0,,,8,2013,2017,2,2015,2015,16,2012,2010
0018653940226468,Thiago Torres Medeiros da Silva,5,2014,2018,0,,,0,,,1,2020,2020,1,2018,2018,0,,,3,2017,2018
0018656482711959,Ana Maria da Silveira Rodrigues,8,2004,2012,0,,,0,,,0,,,31,2003,2002,3,2015,2015,46,2002,2004
0018685558241908,Denise Abreu Cavalcanti,1,2021,2021,0,,,3,2021,2020,0,,,0,,,0,,,12,2017,2020
0018695255938308,Magda Luciana de Paula Rosa,2,2006,rint,0,,,0,,,0,,,5,2004,2005,0,,,1,2004,2004
0018729533891310,Flávia Gonçalves Vasconcelos,3,2012,2017,0,,,2,2019,2019,2,2020,2020,8,2014,2018,0,,,18,2005,2017
0018737817478195,Maria Teresa Figueiredo,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0018741712227963,Paulo Roberto Gonçalves de Freitas Junior,1,2012,2012,0,,,0,,,1,2013,2013,0,,,0,,,12,2007,2007
0018762940936038,Ricardo Meyer,1,2001,2001,0,,,0,,,12,1999,1995,0,,,0,,,0,,
0018765794049183,Lindsay Pamela Untura,4,2012,2010,0,,,0,,,0,,,0,,,0,,,5,2011,2010
0018777083067068,Reynaldo Lemos de Souza Filho,1,2018,2018,0,,,0,,,2,2009,2009,0,,,0,,,0,,
0018782335993927,Luciana Dall'Agnese,6,2015,2015,0,,,0,,,0,,,7,2011,2014,1,2015,2015,0,,
,Joâo Batista Figueira Neto,1,1987,1987,0,,,1,2000,2000,0,,,2,1997,2001,0,,,0,,
0018785306764076,Eduardo Muniz Machado Cavalcanti,12,2004,2013,4,2008,2009,0,,,0,,,0,,,0,,,4,2014,2012
0018788645053948,Vellêda Bivar Soares Dias Neta,1,2010,2010,0,,,0,,,2,2010,2010,0,,,0,,,0,,
0018828904318965,Daniel Caracanhas Cavallari,46,2012,2013,0,,,0,,,0,,,12,2011,2011,0,,,5,2008,2012
0018829882835031,Ana Maria Barbosa Abeijon,1,2013,2013,0,,,0,,,0,,,0,,,0,,,2,2011,2011
0018839542551799,Mauro Roberto Piovezan,2,2001,2002,0,,,0,,,1,2006,2006,3,2001,2007,0,,,25,2005,2011
0018903239933592,Pedro Lino Hanauer de Moura,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0018907086641310,Ivete Maria Zen,0,,,0,,,0,,,0,,,0,,,0,,,1,2019,2019
,Leandro Luiz Tomio Maldonado,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0018920003059630,Alisson da Silva Pinto,1,2019,2019,1,2021,2021,0,,,1,2019,2019,4,2017,2015,1,2017,2017,10,2015,2021
0018928274834963,Yara Campos Miranda,10,2015,2017,3,2020,2021,5,2021,2021,10,2014,2017,2,2016,2016,3,2011,2019,5,2011,2015
0018931057345235,Leonardo Carvalho Ladeira,1,2007,2007,0,,,0,,,4,2009,2012,3,2008,2013,2,2009,2009,0,,
0018937499568928,Gisele Pereira da Silva,2,2005,2006,0,,,0,,,1,2004,2004,0,,,0,,,2,2005,2006
0018940991346581,Mônica Bazzan Dessuy,1,2007,2007,0,,,0,,,0,,,22,2000,2008,0,,,1,2005,2005
0018959872817164,Thiago Henrique Lopes de Castro,4,2019,2019,1,2019,2019,4,2018,2021,1,2019,2019,0,,,2,2018,2019,2,2019,2019
0018966714079192,José Edson Ferreira da Silva,1,2020,2020,1,2021,2021,0,,,0,,,0,,,0,,,1,2015,2015
0018979440163554,Fernanda Nascimento Hermes,0,,,0,,,0,,,0,,,4,2019,2020,0,,,9,2017,2017
0018988983741051,Marianna de Alencar e Souza,0,,,0,,,0,,,1,2012,2012,0,,,0,,,8,2011,2014
0018994340230076,Karina Borges Diaz Nery de Souza,1,2014,2014,0,,,0,,,1,2015,2015,0,,,0,,,0,,
0019055756035361,José Otávio Santos de Almeida Braga,0,,,0,,,2,2020,2017,6,2015,2021,2,2015,2015,4,2017,2017,24,2015,2021
,Esteban Lucio Gonzalez,0,,,3,2005,2003,0,,,10,2006,1995,0,,,0,,,0,,
0019087076328946,Débora Lima Batista,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019107862651284,João Rodrigo Campos,1,2017,2017,0,,,0,,,0,,,18,2014,2018,0,,,21,2007,2007
0019120466952120,Roberto Frota Leitão dos Santos,0,,,0,,,0,,,0,,,0,,,0,,,4,2003,2012
0019131882644315,Julio Cesar Ponciano,2,2006,2007,2,2000,1999,0,,,0,,,0,,,0,,,3,2007,2011
0019132230728268,Kelly Adriana Ribeiro Tagliaferro Vilella,0,,,0,,,0,,,0,,,0,,,0,,,15,2012,2014
0019135827865087,Cristiane Aparecida de Pereira Lima,1,2018,2018,0,,,0,,,0,,,0,,,2,2017,2017,15,2012,2020
0019153438220835,Laiane Fraga da Silva,0,,,0,,,0,,,4,2013,2016,0,,,1,2013,2013,18,2012,2012
0019154060475297,Lucia Maria de Sousa Barros,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019157225746607,Lucimara de Jesus Amorim,3,2004,2004,0,,,0,,,19,2003,2004,0,,,4,2003,2001,0,,
0019172990692669,Luis Oliveira Freitas,4,2014,2018,0,,,3,2015,2021,2,2016,2016,0,,,0,,,0,,
0019193333937650,Tiago Sales dos Reis Santos,1,2012,2012,0,,,0,,,0,,,0,,,0,,,0,,
0019208211826152,Paula Freitas de Almeida,1,2018,2018,1,2017,2017,3,2018,2017,8,2009,2018,4,2016,2018,0,,,36,2009,2012
0019211611904474,Cristiane Gomes Lopes,0,,,0,,,0,,,0,,,0,,,0,,,4,2013,2016
0019225863816225,Nicole Manzoni Garcia,0,,,0,,,0,,,2,2020,2020,1,2021,2021,0,,,5,2018,2020
0019230237950375,Rodrigo Bittencourt Cabral,0,,,0,,,0,,,3,2008,2009,1,2008,2008,0,,,2,2009,2009
0019234695312454,Lucas Farias Pinheiro,13,2020,2021,0,,,6,2020,2021,8,2016,2018,26,2015,2018,7,2017,2017,0,,
0019238476847258,Daniela Vieira Cardozo França,1,2015,2015,0,,,0,,,0,,,0,,,6,2013,2012,0,,
0019240356848880,Ana Cláudia Ortega,0,,,0,,,0,,,0,,,6,2005,2007,0,,,4,2007,2007
0019254087014841,Joao Nogueira de Freitas,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019255479218793,Eunice Sampaio Meireles Teixeira,0,,,0,,,0,,,0,,,0,,,0,,,5,1997,1997
0019294625125073,Rafael Ferreira de Souza Honorato,12,2014,2016,4,2019,2021,13,2014,2021,12,2013,2015,4,2015,2018,0,,,25,2012,2014
0019297088226875,Rosane Aparecida Boechat,4,2013,2014,1,2005,2005,2,2020,2020,0,,,0,,,0,,,9,2005,2003
0019309565688004,Thais Sousa Menezes Teixeira,4,2013,2015,0,,,2,2018,2021,2,2008,2009,3,2007,2013,5,2008,2010,2,2013,2009
0019340050685603,Vanuza Moreira Braga,4,2007,2008,3,2015,2018,2,2010,2015,3,2005,2009,3,2005,2007,0,,,3,2009,2010
0019354508631210,Leticia da Costa Paes,0,,,0,,,0,,,0,,,0,,,0,,,7,2009,2013
0019364245200808,Suely Claudia Lobato Maciel,1,2019,2019,0,,,1,2019,2019,2,2018,2018,0,,,0,,,5,2008,2018
0019369097205346,Patrícia Ribeiro Mombach,2,2016,2018,1,2021,2021,1,2020,2020,0,,,0,,,0,,,1,2010,2010
0019375658402437,Eliane Oliveira Lucena,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019389860729350,Patricia Brigatto,2,2013,2014,0,,,0,,,0,,,10,2011,2011,0,,,8,2009,2010
0019397660097067,Ana Kelly da Costa Silva,0,,,0,,,0,,,0,,,1,2010,2010,0,,,10,2009,2015
0019417972512703,Nívia Rodrigues Pereira,2,2005,2009,0,,,0,,,2,2016,2017,0,,,0,,,4,2015,2017
,Clesito Cezar Arcoverde Fechine,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019446855022794,André Ricardo Gan,1,2012,2012,1,2015,2015,1,2015,2015,1,2011,2011,0,,,0,,,12,2011,2012
0019472008871827,Eric Rafael Andrade Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019488539405523,Caio Lima Braga da Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019494753642545,Greice Graff,2,2018,2016,0,,,2,2019,2019,0,,,12,2004,2006,0,,,0,,
0019503953277126,Rosane de Souza Quevedo,0,,,0,,,0,,,0,,,0,,,0,,,1,2014,2014
0019521411286220,Alexandre de Jesus Oliveira,0,,,0,,,0,,,2,2019,2019,1,2018,2018,0,,,0,,
0019532673317874,Mônica Marin de Souza,1,2019,2019,0,,,0,,,0,,,0,,,1,2010,2010,7,2010,2017
0019533613115703,Jaiandra da Silva Guimarães,0,,,0,,,0,,,2,2017,1999,0,,,0,,,3,2005,2014
0019541886228013,Ana Paula de Oliveira Pires,2,2013,2006,0,,,0,,,1,2012,2012,0,,,0,,,3,2011,2012
0019617880306177,Felipe Rabelo Rodrigues Alves,0,,,0,,,0,,,8,2016,2017,0,,,0,,,1,2013,2013
0019623309083093,George Brandão de Lima,0,,,0,,,0,,,0,,,0,,,0,,,5,2013,1988
0019637750223120,Glauco Corrêa da Silva,2,2008,2008,0,,,0,,,0,,,1,2004,2004,0,,,5,1988,1997
0019638300041898,Deborah Leroy Freitas,0,,,0,,,1,2020,2020,0,,,11,2014,2017,0,,,0,,
0019673523985468,Deborah Sandes de Almeida,0,,,0,,,0,,,3,2018,2018,0,,,0,,,5,2016,2018
,Solide Maria Paiola,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0019677640851781,Ariane Araújo Ássimos,1,2013,2013,0,,,0,,,0,,,0,,,0,,,5,2013,2011
0019720006898880,Geórgia Cristiane Rodrigues,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Raquel Alvarez Sulzbach,0,,,0,,,1,2008,2008,0,,,0,,,0,,,0,,
,Gracieli Dalla Nora,2,2010,2010,0,,,0,,,3,2011,2011,17,2008,2010,0,,,4,2010,2009
0019753699954991,Luiz Fernando Flores Filho,2,2005,2010,0,,,0,,,0,,,0,,,0,,,0,,
0019761250895591,Liz Helena Moraes Pinheiro,2,2019,2021,0,,,0,,,0,,,7,2019,2020,0,,,16,2018,2019
0019807218638555,Marcelo Alves Mourão,3,2007,2010,1,2011,2011,6,2010,2011,0,,,0,,,0,,,0,,
0019816837780699,Rodrigo Henrique Pires,1,2015,2015,0,,,5,2017,2017,0,,,0,,,0,,,2,2017,2017
0019830301257937,Paulo Henrique Otoni Ribeiro,0,,,3,2020,2020,0,,,1,2011,2011,0,,,0,,,2,2011,2011
0019842461463493,Luciane Maria Artêncio,0,,,1,1998,1998,0,,,1,2007,2007,0,,,0,,,0,,
0019847024959758,Raquel Cristina de Sousa Azevedo,2,2012,2014,0,,,0,,,3,2012,2014,6,2011,2014,0,,,0,,
0019858832948711,Carlos Alberto Krauz,0,,,1,2005,2005,1,2009,2009,0,,,0,,,0,,,0,,
0019860681651384,Pétala Rocha Guimarães Lima,0,,,0,,,1,2016,2016,1,2016,2016,0,,,0,,,1,2016,2016
0019870833060346,Gabriela Grings Fleck,1,2005,2005,0,,,0,,,0,,,0,,,0,,,0,,
0019923273855123,Karina Ribeiro Rios,3,2003,2004,0,,,0,,,1,2001,2001,12,1998,1999,0,,,7,2007,2006
0019933098099954,Deise Renata Gonzalez Agnani,2,2004,2005,0,,,0,,,0,,,0,,,0,,,4,2005,2000
0019955798805246,Vandreza Souza dos Santos,13,2017,2021,3,2019,2020,18,2019,2020,0,,,0,,,0,,,37,2012,2018
,Igor da Silva Miranda,0,,,0,,,0,,,1,2005,2005,0,,,0,,,0,,
0019994082804299,Simone Mendes da Silva Linsenmayer,0,,,0,,,0,,,0,,,1,2005,2005,0,,,1,2005,2005
0020017741698780,Marcos José Pestana Marinho,0,,,0,,,2,2020,2020,0,,,0,,,0,,,1,2020,2020
0020018953154453,Filipe Maciel de Moura,4,2012,2019,1,2015,2015,5,2012,2015,15,2011,2011,8,2011,2019,2,2019,2018,26,2011,2015
0020032305489581,Daniel Louzada Fernandes,2,2017,2021,0,,,0,,,5,2015,2015,2,2014,2016,0,,,8,2014,2015
0020035841160075,Luis Antonio Lopes da Silva,1,2000,2000,0,,,0,,,1,2015,2015,11,1998,2004,0,,,6,2010,2012
0020036942482523,Aloysio Couto Pimentel,0,,,0,,,0,,,0,,,0,,,0,,,3,2015,2014
0020046097883984,Douglas Corrêa de Paulo Santos,0,,,0,,,0,,,1,2015,2015,0,,,0,,,5,2015,2016
0020049669245746,Maicon Roberto Ribeiro Machado,7,2014,2015,0,,,1,2015,2015,7,2012,2012,17,2012,2014,9,2013,2015,0,,
0020072435836961,Leandro Santos de Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0020072984250072,Jaqueline Barduzzi,0,,,0,,,0,,,1,2014,2014,0,,,0,,,0,,
,Cláudio Pedrosa Teles,0,,,0,,,0,,,2,2004,2006,0,,,0,,,0,,
0020118290857038,Daniele Santos Cavanellas Gomes,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0020124287355456,Vinicius Carvalhaes,1,2014,2014,0,,,0,,,1,2017,2017,1,2015,2015,0,,,2,2007,2015
0020133152456723,Roberta Serra da Rocha,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0020134178901938,Renata Costa Coutinho,0,,,0,,,0,,,0,,,2,2010,2010,1,2010,2010,2,2009,2010
0020140258291769,Nilton Galli Bassi,0,,,0,,,0,,,0,,,0,,,0,,,4,1994,2018
0020141301819176,Taize Borges Sousa,2,2014,2019,0,,,0,,,6,2013,2020,4,2012,2015,2,2013,2013,20,2012,2015
0020157563622386,Maria Luiza Queiroz de Miranda,4,2012,2018,1,2014,2014,0,,,0,,,16,2010,2009,0,,,36,2010,2011
0020166346433866,Lana Beatriz Medeiros de Mesquita,0,,,0,,,1,2018,2018,9,2017,2016,0,,,2,2015,2018,2,2010,2010
0020171698824682,Thiago Pereira da Silva,1,2014,2014,0,,,0,,,0,,,2,2011,2009,0,,,0,,
0020176411098715,Alexsandro de Souza Teixeira da Silva,0,,,1,2015,2015,0,,,1,2014,2014,0,,,0,,,1,2008,2008
0020201142741248,Antonio Elias Abrão,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0020229077799547,Guilherme Andrade Silveira,3,2013,2014,2,2015,2015,1,2014,2014,2,2013,2015,2,2015,2015,0,,,6,2013,2015
0020236586271280,Farlan Soares da Silva,0,,,0,,,0,,,0,,,0,,,0,,,6,2015,2015
,Suzana Mierzva Ribeiro,2,2011,2011,0,,,0,,,0,,,0,,,0,,,7,2004,2013
0020252757803951,Milena Garcia da Silva,0,,,1,2020,2020,1,2020,2020,0,,,1,2016,2016,0,,,4,2016,2020
0020256128275767,Lílian Gavioli de Jesus,1,2013,2013,1,2014,2014,9,2014,2016,6,2012,2013,1,2013,2013,7,2011,2013,15,2011,2011
0020278161145593,Adiniz Mendes da Silva Júnior,0,,,0,,,0,,,6,2007,2011,1,2007,2007,0,,,8,2007,2009
0020289583546745,Eislher Alves Ferreira Neves,1,2012,2012,0,,,0,,,1,2011,2011,0,,,1,2012,2012,4,2011,2012
0020299238550690,Taynara Ribeiro Farias Leão,3,2020,2017,0,,,0,,,0,,,2,2018,2018,7,2012,2013,22,2011,2015
0020323711391040,Carla Donadio Maccaferri Escalona,0,,,0,,,0,,,0,,,1,1994,1994,0,,,2,2018,2019
0020348090096102,Simone de Oliveira Paixão,0,,,0,,,2,2017,2016,0,,,2,2012,2014,0,,,8,2012,2016
0020355625916774,Milena de Almeida Nunes,0,,,0,,,0,,,1,2018,2018,0,,,1,2017,2017,5,2012,2010
0020371783105997,Fernanda Aparecida Lopes,0,,,0,,,0,,,0,,,0,,,0,,,7,2018,2014
0020375043325408,Ronaldo Pereira Santos,12,2004,2021,3,2017,2020,12,2008,2008,0,,,21,1998,2019,3,2011,2015,21,2011,2020
,Anderson Batista de Melo,1,2010,2010,0,,,0,,,0,,,3,2006,1991,1,2007,2007,3,2007,1991
,Karla Kruschewsky Falcão,0,,,0,,,0,,,0,,,0,,,0,,,1,2006,2006
0020418953784023,Luiz Gustavo Pires Coelho,0,,,0,,,0,,,0,,,2,2012,2013,0,,,0,,
0020433345713665,Maria Ignez Marchioro Zaions,5,1998,2013,0,,,0,,,0,,,15,2013,1996,0,,,3,2009,2009
0020464147296612,Camila de Souza Marques Silva,1,2014,2014,0,,,0,,,0,,,0,,,0,,,0,,
0020474131521590,Luziray Barbosa Graça,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0020483195301574,Gabriela Korovisk Santos,1,2020,2020,0,,,0,,,0,,,0,,,0,,,1,2019,2019
0020494818346384,Luís Renato dos Santos Mascarenhas,1,2010,2010,0,,,0,,,0,,,9,2013,2019,4,2008,2017,0,,
0020512842612272,Joaquim Ozorio Manoel de Souza Pinto,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0020529866654515,Carlos Pecorari Neto,0,,,0,,,1,2012,2012,0,,,0,,,0,,,3,2010,2011
0020556378416935,João Paulo Zarelli Rocha,5,2014,2020,0,,,0,,,0,,,3,2017,2014,0,,,11,2016,2015
0020573520944542,Robson Aurélio Adelino Braga,1,2005,2005,0,,,0,,,0,,,0,,,0,,,10,1997,2006
0020575581160633,Roberta Rúbia Pinto Nogueira Lima,0,,,0,,,0,,,0,,,0,,,0,,,1,2014,2014
